id	c0r1	c0r2	c0r3	c0r4	c1r1	c1r2	c1r3	c1r4	i	i	i	i	i	i	i	i
509	2.930889	2.676491	2.4591	2.417473	2.887038	2.7714	2.419568	2.495365	2.659113	2.503649	2.78294	2.580868	2.790211	2.46031	3.020087	2.950096
510	31.479748	12.322146	18.227795	21.743443	24.162333	23.927053	30.426081	31.24753	12.674789	24.360029	28.326927	17.498554	26.821653	23.79409	26.108253	18.08794
511	0.142016	0.178096	0.165628	0.175544	0.163618	0.167529	0.166708	0.169057	0.151934	0.166488	0.163767	0.17767	0.157341	0.170374	0.158742	0.142838
512	1.986383	2.096016	2.008634	2.307897	1.716224	1.454665	2.365889	2.221931	1.991727	2.038692	1.088967	1.766463	2.11991	1.866649	2.276008	2.244539
513	17.616444	15.631295	19.656092	15.931152	13.705844	12.172441	16.93125	19.537855	19.70896	12.991117	14.583604	18.773897	14.009489	19.719002	16.167353	19.735632
514	5.438594	23.695795	23.555183	21.470228	29.285414	22.754728	16.909786	21.87281	32.77433	17.691042	10.96524	16.285244	10.250152	23.822447	28.807402	24.556509
515	0.235788	0.317763	0.103209	0.320843	0.078033	0.283632	0.232915	0.133359	0.10829	0.151968	0.040387	0.132214	0.28223	0.13826	0.069234	0.299443
516	9.895714	6.771239	9.455456	7.198606	11.831072	8.81231	12.334704	9.016602	10.101893	11.191293	11.859082	5.357282	12.808266	12.476216	13.755528	5.173273
517	7.258309	5.7273	6.819052	3.386544	3.724443	7.377855	7.309497	3.706679	3.174074	3.178017	3.254406	3.724531	5.519541	5.010603	3.743399	5.739748
518	1.556327	1.266383	1.524701	1.391118	1.50018	1.382483	1.461131	1.508331	1.48546	1.434572	1.312536	1.400233	1.686108	1.32484	1.623809	1.710327
519	16.908937	22.481525	18.513136	15.044578	19.141768	17.820211	19.887897	15.206034	19.986998	19.67473	19.727406	18.235815	19.00613	17.51684	17.970207	21.707359
520	39.111248	21.346205	39.997765	54.251701	46.683556	38.640659	23.215178	52.966503	27.376331	57.976864	30.679695	67.334099	51.81004	19.529028	50.999786	33.171772
521	6.016605	0.63946	6.583645	4.525608	0.495513	2.556138	4.850964	4.141699	5.823547	6.473641	6.505983	1.977471	6.48879	5.640641	1.321094	2.061417
522	7.39848	7.651592	6.664245	7.044932	6.667786	6.997657	7.122191	7.209659	7.336369	6.666988	7.811732	7.538499	6.650335	7.49916	7.104996	7.039066
523	13.366151	23.092392	20.804131	17.629795	17.14677	14.507814	26.45652	15.826888	8.731956	11.532445	9.837294	19.460955	14.731848	13.456019	13.782408	9.084195
524	4.423088	3.120758	2.008332	0.809752	1.100391	1.287116	3.481972	3.922396	2.259879	3.479414	0.537947	3.855425	0.550212	4.246861	1.568561	4.948752
525	4.451808	4.757689	1.921775	3.642514	1.95275	3.70628	4.274325	1.453644	2.921341	3.116947	1.609783	3.646389	2.403337	4.570306	2.427549	2.815604
526	5.113372	3.932865	4.486203	3.919058	6.479745	4.230712	7.398179	6.919648	5.409152	4.632867	3.92307	4.889346	5.677363	4.610806	4.000018	5.457276
527	0.329474	0.259467	0.364299	0.417252	0.532028	0.601989	0.542198	0.385442	0.367763	0.276305	0.582944	0.339685	0.275101	0.426967	0.427711	0.618814
528	33.91547	29.062914	36.360985	28.639414	30.562456	28.762695	25.484594	40.056999	44.565979	29.805895	47.747078	24.898691	25.907831	24.956455	40.538158	39.127857
529	23.585457	15.665187	22.884575	20.486547	23.638132	22.949192	13.21864	17.346214	21.817209	19.864248	17.434479	21.77356	21.845993	21.313726	17.650173	18.319973
530	3.224506	4.243174	4.553651	5.179106	3.52096	3.654367	3.520638	5.142868	5.207493	4.297596	4.032964	4.940617	3.411853	3.879366	5.056414	3.620535
531	55.487667	25.870348	56.94743	33.264168	38.529617	49.759296	36.715649	28.046928	43.141747	45.986534	44.832325	40.496445	31.627388	11.934438	29.856834	33.221809
532	9.475239	7.649714	9.301949	9.90578	10.309563	9.906238	6.731034	9.612405	7.550022	10.206706	7.669296	10.118048	9.492578	9.215592	9.151499	8.574227
533	7.722236	8.122966	6.770431	7.691958	6.774558	6.190475	8.054834	5.079484	8.55504	3.674376	6.652106	5.849679	6.920224	6.160429	7.361158	7.292933
534	3.209629	21.679722	22.495005	16.634268	12.738722	12.29594	9.649659	15.887328	23.28903	21.92135	14.191931	15.969934	3.880154	3.625013	12.163467	12.667141
535	0.877606	0.931779	1.064893	0.819198	0.703129	0.904059	0.859987	0.887311	0.918224	1.016064	0.674295	0.885841	0.908617	0.956163	1.018901	0.905949
536	0.387121	0.500791	0.492287	0.553275	0.269899	0.658582	0.469435	0.578059	0.426284	0.714413	0.327596	0.455523	0.423596	0.630114	0.425403	0.508908
537	5.122015	4.295712	4.37337	4.684357	4.817996	4.237093	4.152232	4.446438	3.938066	4.964732	4.124317	4.628441	4.183864	4.74819	4.078185	4.729541
538	2.795293	3.984312	4.087481	3.292959	3.841797	3.200182	3.756449	3.871308	3.610805	2.445067	3.087193	3.372617	3.554077	3.460407	3.891413	3.244509
539	48.623772	48.382225	44.691269	42.053642	32.52293	44.456917	43.275852	33.053158	56.492661	58.409851	54.64827	42.762447	39.922989	36.932648	34.551529	38.890274
540	13.701031	8.74677	12.315603	10.617665	11.671576	12.759197	5.975501	11.322197	11.808554	11.232759	12.929214	11.288957	13.687872	12.093071	8.192492	7.628112
541	2.712069	1.545718	2.356539	2.66317	2.999029	1.772369	2.004868	3.152374	2.891903	1.547147	1.319077	2.281452	1.872372	3.060667	2.083941	3.243994
542	11.760436	8.524405	11.328721	16.534269	12.301082	12.40705	13.256673	9.940233	15.473882	11.052046	14.921481	11.001132	15.362865	13.62877	11.57608	14.088514
543	4.293539	4.257929	4.300759	4.255612	4.285407	4.261374	4.259154	4.269255	4.30899	4.270696	4.270355	4.252499	4.275791	4.25311	4.288472	4.297667
544	27.159208	29.87114	32.210003	26.471405	27.931349	31.926695	27.139414	28.60943	27.642025	26.784191	25.075241	26.622341	27.317604	28.284988	25.656902	25.868719
545	0.624638	0.616844	0.620928	0.61922	0.619137	0.618559	0.615155	0.61545	0.610738	0.617661	0.621538	0.612504	0.61647	0.611488	0.618874	0.620672
546	1.837766	1.502021	1.586741	2.481863	2.143721	1.196542	1.937366	1.570394	1.960269	2.390255	2.155729	1.850004	2.07665	2.007059	2.253136	1.933763
547	2.753091	0.81918	1.755285	1.140003	0.788033	0.830204	1.040878	0.883378	0.864246	0.525474	1.339024	0.682592	0.969398	1.227232	0.672801	2.140937
548	7.877824	11.326392	10.773952	17.957193	15.865595	10.078963	13.423107	9.302799	9.338075	7.600074	8.943542	10.121667	18.979465	8.337399	7.087574	5.68792
549	11.997202	13.779596	10.43855	14.530243	15.992134	14.573325	10.220197	10.92322	16.563828	14.716679	12.157479	9.835548	10.484449	10.729492	10.217191	15.921528
550	10.852751	3.751486	9.79978	3.97298	6.278136	11.258314	10.968158	11.545145	18.384794	13.07452	11.239025	8.644182	17.483969	3.655321	9.836109	17.456034
551	4.174847	3.532109	3.186273	4.374931	4.666892	4.505586	4.660951	3.652628	4.206523	4.633905	4.461871	4.141062	4.782067	3.505757	4.338294	3.547748
552	6.086376	6.229134	6.003292	5.855315	5.708613	6.229214	6.04229	5.510742	5.800997	5.950111	6.403277	5.81552	5.862983	5.821561	6.255452	5.354942
553	18.074793	16.88488	14.219749	23.553289	14.887588	8.508415	19.29121	20.637537	21.327147	30.212626	17.131296	31.699345	23.770012	17.333242	21.213188	23.570848
554	0.483076	0.295485	0.375032	0.419116	0.336406	0.360581	0.427583	0.417121	0.380324	0.447119	0.431686	0.355743	0.460243	0.383699	0.492739	0.357434
555	1.168439	1.021185	1.169793	1.145273	1.081929	1.130319	0.881181	0.68309	1.026489	1.176869	0.744234	1.131171	0.701364	1.045322	1.145588	1.110046
556	2.70999	2.687649	2.735371	2.70286	2.695694	2.696476	2.730961	2.656244	2.673622	2.608656	2.638833	2.657443	2.725775	2.686733	2.700649	2.71471
557	9.916681	7.303079	11.023725	10.551665	6.351556	10.985041	6.489084	11.100716	10.63509	9.585899	12.613123	10.401978	9.936258	10.715377	6.300581	8.128896
558	2.020855	2.934364	2.287779	2.904003	2.948683	2.61031	2.317378	2.9296	2.804059	2.922992	2.808261	3.066495	2.338924	2.703351	3.081236	2.45409
559	8.020301	7.266021	7.379527	7.369861	7.660859	7.681573	7.579576	7.520545	7.10766	7.374932	7.419044	7.800535	7.503444	7.5082	7.221101	7.318635
560	8.731307	5.826794	6.631763	7.158349	6.511203	4.663404	6.432928	4.07871	8.226068	8.159419	9.031718	6.520154	8.972851	7.199483	6.663874	6.921754
561	2.546916	2.069524	2.062948	2.177792	2.637904	2.824712	1.80108	2.060126	2.714663	2.804649	2.849041	2.580067	2.757826	3.183874	2.743938	2.263728
562	17.853821	18.458235	16.862061	12.808474	15.497283	13.850816	16.340326	15.092548	12.944489	17.342787	11.843045	16.408739	18.641806	13.063624	18.269167	13.911407
563	5.392467	2.945326	3.145897	4.06564	6.158714	3.258767	2.050929	5.542132	2.820512	4.563189	5.076468	2.126665	4.725012	5.830765	1.822833	3.776282
564	27.631645	27.631514	27.659153	27.709164	27.619751	27.603165	27.661617	27.637043	27.634956	27.692181	27.689636	27.606853	27.649208	27.656395	27.624819	27.630243
565	1.125969	6.146958	19.199594	2.49454	15.393363	1.888758	14.357737	3.016681	1.861145	36.456078	3.37447	1.546807	12.793612	34.971981	10.146392	55.570648
566	0.9895	0.396705	1.15976	0.535769	0.911236	0.735898	0.584202	0.323716	0.933247	1.991506	1.200946	0.601614	0.741115	1.158345	1.292765	0.687663
567	5.71055	6.184994	5.015857	2.235556	2.51091	5.113328	4.271998	4.505378	5.185445	5.960717	2.468771	4.699446	4.501682	6.261222	4.873066	3.670294
568	18.09568	18.194904	18.285177	18.100513	18.093225	17.823742	17.578196	18.063927	17.908245	18.051304	17.316811	18.180481	18.200094	18.363451	18.057343	17.997751
569	44.995018	11.991796	23.486843	34.119755	22.867441	31.759161	43.286167	17.917372	21.274794	19.651886	35.469925	29.465855	27.990665	35.642601	26.793589	4.838299
570	4.556924	3.733792	4.353584	4.616768	4.618099	4.600091	4.74367	4.521228	4.258026	3.936292	4.1232	4.379838	4.386406	4.371059	4.446305	4.754148
571	18.829855	12.785998	14.667485	9.610878	16.597872	12.919259	11.478123	7.164643	16.063744	16.51244	14.869528	7.095052	12.515557	13.152537	8.988006	12.817145
572	1.220092	2.081482	1.893737	1.336275	0.918741	1.520526	2.233698	1.193861	1.550752	1.889564	1.688665	1.563835	1.813833	2.14386	1.378101	1.887652
573	20.985687	21.26273	17.983604	24.331837	29.718922	16.028467	21.663118	19.438589	35.130745	33.15451	23.11319	24.234251	26.484661	26.71085	18.26832	24.893921
574	0.642348	3.002714	1.058358	1.833763	1.930403	1.002762	0.550219	0.751853	1.294716	0.616948	2.728847	0.447738	2.329053	2.765083	2.009752	2.641921
575	5.690068	6.055434	5.519004	5.397184	6.197049	5.88333	5.550276	6.153597	6.228923	5.434942	5.489046	6.233428	6.207134	5.829257	6.146684	5.609138
576	10.555077	15.527084	12.600651	7.598797	14.012944	15.556278	12.023048	12.369345	11.482576	14.34808	12.311527	11.324123	7.787329	10.279548	10.102006	15.53813
577	5.256421	7.111087	2.672196	5.641875	6.182807	3.871852	6.183593	5.417693	9.019339	3.746651	6.804331	7.465014	4.5695	8.000855	7.301522	4.691773
578	13.22541	17.421309	12.543398	15.148675	14.595101	16.257982	14.74217	16.762447	14.491063	12.471304	17.539621	13.893883	13.645867	16.845713	15.700495	17.054701
579	12.807242	8.848636	12.894535	10.853667	13.488517	11.838551	10.25686	11.833274	10.958645	10.819196	11.437869	10.231807	13.535106	9.608659	10.698873	9.066504
580	0.34771	0.330112	0.289787	0.280282	0.368687	0.241566	0.337282	0.328641	0.24428	0.265779	0.317635	0.34319	0.323077	0.33755	0.311107	0.286635
581	3.009013	2.494754	2.406139	2.970619	1.960636	2.749926	3.383798	2.453207	3.357703	2.902123	2.219332	2.682941	3.10563	2.602891	2.607567	2.168792
582	25.369331	24.720951	29.176025	30.35483	23.4184	23.943464	20.967505	26.75441	24.745729	20.950691	30.391104	26.257032	25.219631	29.698439	22.332047	23.055433
583	21.397125	20.636833	19.105793	20.260704	23.687969	22.725979	23.618372	21.305052	25.095781	22.796961	21.532703	24.57819	18.408401	17.460386	20.225548	23.721066
584	19.725523	35.451664	34.354824	29.765726	31.001747	42.100254	10.355083	9.997599	34.192257	16.280649	27.499493	27.216246	23.881153	5.743345	30.32921	27.770628
585	1.658693	1.513805	1.364623	1.666519	1.375813	1.688915	1.381759	1.530669	1.691652	1.449128	1.385553	1.447203	1.460845	1.413567	1.530919	1.573787
586	0.100706	0.103628	0.096015	0.099811	0.106395	0.104251	0.099082	0.106463	0.100318	0.105923	0.10282	0.099625	0.102535	0.102101	0.103337	0.104895
587	28.250008	29.077738	37.231789	25.559996	54.669807	40.364182	51.668549	34.178001	35.057491	47.502872	38.302231	43.373676	44.635548	33.156284	55.235607	50.129566
588	9.516094	5.499888	8.404849	7.511456	6.810734	6.187743	11.96334	8.100978	15.149781	12.292471	8.87218	11.511412	11.759905	10.808803	11.353132	11.040809
589	8.068879	7.816523	8.53843	8.104357	7.806303	8.152566	8.378444	8.377497	8.403723	8.218173	8.08839	8.223436	7.599129	8.68335	8.210387	7.643393
590	5.812258	6.059229	9.719714	10.0341	9.692245	7.297023	7.213664	8.660116	8.897642	9.098798	9.562648	6.16291	8.184158	12.080279	12.280624	7.029218
591	11.040328	5.201658	9.513807	9.827247	9.882297	9.276423	9.430264	7.077268	3.664989	4.704312	6.116207	3.572622	8.309533	6.339146	7.817463	9.951843
592	6.162227	4.185549	5.216289	3.764068	5.513448	3.602721	4.257927	3.959809	4.028215	6.047036	3.36345	4.80026	4.256145	5.817029	3.491672	3.034595
593	2.795407	3.055855	2.598382	3.378908	2.041469	3.217403	3.329291	3.100578	2.893102	2.421002	3.240314	3.250953	3.39037	2.661987	2.97261	2.792772
594	45.107182	31.531128	42.334427	44.626972	31.961786	42.50592	30.583353	45.278687	33.822952	41.290073	35.174511	48.222061	48.117489	40.103996	36.807819	47.016979
595	7.849698	7.852486	7.843072	7.85882	7.854393	7.857829	7.858668	7.855812	7.836812	7.858017	7.857914	7.842745	7.855831	7.840998	7.854299	7.852522
596	7.42434	9.011378	9.127853	1.771503	8.421037	9.223862	7.793488	4.105151	7.834193	9.145907	4.031374	8.816261	3.880056	4.467952	1.040732	1.564596
597	15.391597	15.660216	14.357094	14.018504	13.072966	14.419047	11.653339	11.764694	17.148123	15.266689	11.00386	13.505641	12.933738	12.957053	12.399467	16.653959
598	28.237259	23.627129	12.491733	24.290058	28.916424	24.104593	10.886211	30.184439	39.50354	12.850282	20.99333	6.443351	32.044682	9.98272	27.88768	17.954193
599	4.850615	5.573189	5.687205	5.574884	5.110961	4.441259	5.82485	5.21026	5.93328	5.47895	4.448527	6.024432	4.656291	6.0639	4.161023	6.036118
600	3.18173	2.943863	3.319466	3.312765	3.222842	3.418528	3.218668	3.237312	3.227517	3.575248	3.376158	3.35971	3.458154	2.945857	2.777614	3.109008
601	14.843667	14.876933	13.190839	12.512615	12.481089	13.861404	13.697451	13.321886	12.51545	12.913168	12.61543	13.333573	13.064736	12.959954	13.78583	13.717623
602	0.80076	0.734513	0.80871	0.766052	0.787365	0.769879	0.724394	0.73189	0.781845	0.765089	0.712354	0.774338	0.754106	0.803025	0.787507	0.772507
603	7.364407	9.290514	7.58867	5.564207	4.935739	9.638467	5.296592	5.448441	8.778694	7.670601	5.864124	6.93895	5.43331	4.714211	6.170258	8.608326
604	8.188895	9.769825	7.889394	9.470437	9.666875	9.791399	10.667365	10.152216	7.700277	6.793256	8.946687	9.333683	8.111422	7.526293	8.559498	6.822942
605	6.456164	12.630854	8.05308	14.107777	13.736757	11.659679	11.121154	10.992115	14.184778	12.795434	11.186442	12.263355	10.517305	10.644263	12.113612	6.477574
606	1.61536	3.96385	1.56295	6.01398	2.430286	5.892741	7.143833	1.93151	1.329589	4.96286	7.0412	4.88833	1.94758	6.856935	5.12415	3.559906
607	5.335318	11.01943	10.718682	9.859342	8.045729	9.551616	11.010017	9.074304	8.224098	10.876572	6.709863	9.299379	7.630819	8.249353	3.920054	10.914465
608	8.964824	9.722319	7.089452	8.501833	9.656088	8.645657	12.046945	9.856862	9.71191	7.159472	9.687625	6.823287	6.801741	9.665693	8.610192	7.436941
609	8.353995	13.625416	11.479007	22.327587	14.621518	20.198112	20.163084	22.097387	4.660632	10.981083	3.568911	21.994186	17.549688	12.554743	2.116147	4.020532
610	22.088118	21.870964	22.141216	22.162882	22.195396	22.025442	22.355042	22.452021	22.053743	22.35725	22.04339	22.529837	22.220791	22.367092	22.175428	22.401876
611	0.165409	0.152196	0.163321	0.164033	0.160061	0.154406	0.156908	0.165586	0.159475	0.165667	0.146411	0.161067	0.157326	0.153193	0.145983	0.155936
612	5.925023	2.539124	2.908059	1.897739	1.398138	3.204165	2.91233	3.533652	1.58501	5.448592	3.263834	3.118327	3.962101	4.383577	3.356729	4.419939
613	6.549528	6.097813	6.906444	5.98688	6.063424	5.996617	6.018658	5.874833	6.044109	6.543378	6.313571	5.528313	7.39749	5.517951	5.962967	5.66589
614	20.962797	21.161865	21.230238	20.877666	20.843256	20.935026	20.998693	20.862984	20.949934	20.681005	21.018093	21.107515	21.210543	20.934586	20.768751	21.030199
615	0.718753	0.650053	0.728221	0.718531	0.695229	0.733256	0.50924	0.718704	0.669453	0.704656	0.503761	0.694704	0.718686	0.698231	0.746901	0.672175
616	29.604599	17.595043	35.453522	34.414074	23.921127	32.444118	32.316704	15.074266	19.618862	13.881833	16.473433	18.180223	22.165876	39.267292	18.528366	30.356016
617	8.164437	7.664732	5.566486	8.64292	7.360074	8.585379	8.590498	8.666254	8.122186	8.616976	8.441493	7.845307	7.152688	6.992804	8.241667	7.768581
618	6.422817	8.729624	11.333887	5.983504	10.253684	8.230544	10.428869	7.89784	8.265911	10.496453	11.481967	11.16422	8.36483	11.513781	10.267467	8.63413
619	22.296185	20.936735	21.079168	21.085566	21.192942	20.77215	20.153383	21.159657	21.20784	21.230003	21.554688	19.596931	22.051052	20.830273	20.874212	22.056868
620	7.144004	9.120331	3.692504	11.182428	5.748176	13.960305	4.523863	18.957785	1.949488	12.829294	3.423312	15.340036	6.579961	16.158644	13.407035	6.092487
621	1.408604	1.407899	1.148972	1.402552	1.471771	1.377108	1.059327	1.390557	1.249467	1.304725	1.323459	1.270043	1.597805	1.203284	1.434494	1.645541
622	10.61514	9.455005	9.639857	9.060577	7.719979	12.528014	8.460095	7.446872	12.665067	5.302335	6.66806	6.236786	7.843611	9.44985	10.407944	6.977038
623	9.062918	7.846091	9.621579	8.355984	10.296412	10.059223	9.00022	10.030627	9.269384	8.347925	9.437467	9.683196	9.932189	9.553248	9.804543	10.094467
624	15.487248	16.395136	15.319032	30.614058	18.069128	14.680701	22.694239	26.871534	17.570791	16.53314	11.22178	20.647795	22.131813	23.996059	18.781637	27.547506
625	1.417497	1.529624	1.639874	1.368538	1.601959	0.446446	1.148537	1.013351	1.534357	1.058244	0.795274	1.518766	1.136514	1.671121	1.053166	0.606613
626	1.49857	2.730453	0.95261	2.970199	2.19004	1.8191	2.382393	1.696879	1.253337	2.136549	2.643899	2.56789	2.559967	2.532578	3.129961	3.132246
627	31.477695	2.28919	11.039161	32.092911	16.935162	6.944067	20.739832	9.454198	3.368411	17.24357	7.999068	21.965221	31.015228	14.816255	32.02084	4.006687
628	37.197243	37.478477	37.638889	36.589737	36.351421	36.298748	35.155834	35.265312	33.937828	34.652157	35.980167	34.603378	33.973366	37.163731	36.323204	36.134083
629	1.058847	1.475117	1.453836	1.250656	0.958072	1.145148	2.025522	1.394459	1.62432	1.53722	1.01086	1.304132	1.124385	1.385759	1.274655	0.971495
630	2.591094	2.508906	2.009506	3.12444	2.172703	3.053168	2.713857	2.731871	2.574292	2.145384	2.29106	2.507435	1.963349	2.495087	3.233305	2.331126
631	5.901007	6.399569	2.957127	6.037951	4.839486	1.866885	6.083963	6.743485	2.918296	5.65529	6.764448	6.821021	5.966357	3.350779	4.350431	7.11264
632	42.183521	44.583935	40.778267	44.176857	45.238216	45.855732	42.229591	46.349934	47.136044	47.647499	44.519279	49.457809	44.037849	45.77615	39.229015	44.61235
633	3.202181	4.34531	2.487819	3.951631	3.676161	2.189256	3.450179	4.038983	4.072858	2.104964	4.316165	4.163917	2.676355	4.340874	2.063808	2.383115
634	2.134025	1.754206	1.82436	2.17188	1.977921	1.794331	1.98575	1.668758	1.755328	2.025404	2.098198	1.905218	1.711763	2.134038	2.009188	1.914629
635	4.44682	3.280422	1.816838	3.135047	2.445298	1.405409	1.150544	1.950376	3.467714	4.699945	2.216376	4.476759	2.208178	2.476464	1.750808	1.939
636	1.212309	0.800152	1.177481	1.249827	1.238186	0.879978	1.237804	1.169956	1.250101	1.006165	0.993494	1.094416	1.239719	1.142639	1.239998	1.222479
637	10.136709	9.678717	9.753594	9.603262	9.646546	9.506249	9.435306	9.256784	9.151472	9.777954	9.024113	10.473653	9.267352	10.036504	9.490272	9.546428
638	4.820424	4.068308	3.912779	3.5295	3.831169	5.026253	4.323507	3.380636	3.751341	5.117232	3.899777	4.057871	4.673475	3.650428	3.821419	3.49383
639	4.836217	5.106271	5.393337	5.051342	5.318282	5.913074	5.26092	4.348542	7.069738	5.934485	8.399679	6.788718	2.903321	6.749298	4.801823	4.202606
640	3.775483	3.644265	3.400919	3.700606	3.551144	3.585837	3.479087	3.86499	3.735366	3.600137	3.707669	3.671673	3.449407	3.591019	3.83537	3.629243
641	22.426214	12.721647	10.820659	17.077497	23.350956	12.976554	22.048929	13.729222	14.875884	8.3719	30.119148	10.855869	11.363082	21.935843	14.89344	17.878372
642	0.072635	0.220585	0.251621	0.149712	0.212153	0.257747	0.475625	0.120226	0.260222	0.407624	0.261125	0.379461	0.270664	0.256464	0.17271	0.466116
643	0.311465	0.484128	0.398812	0.347943	0.605501	0.575036	0.55799	0.458097	0.660587	0.211451	0.309749	0.650473	0.400628	0.281752	0.398293	0.265326
644	1.201581	0.684868	2.209518	2.286736	2.418215	2.373283	0.409758	0.885826	2.182815	0.210853	0.497607	2.182729	1.032475	1.765626	2.608052	2.601202
645	10.344059	8.322913	10.457996	5.882684	9.318797	9.178584	10.641546	6.595684	10.883162	10.039945	6.215154	8.649576	7.102279	9.582763	9.875668	11.213968
646	20.342834	22.825045	21.141691	23.871115	26.292076	13.851056	17.230873	25.55044	24.930216	28.177401	22.950312	23.958317	17.818815	19.378246	13.994263	24.652485
647	44.197418	27.353533	41.705166	43.743958	52.863796	38.768158	7.296136	61.699722	57.502884	32.540936	30.739044	52.117302	20.274076	24.778599	29.101002	47.251755
648	21.12746	26.368828	26.222097	29.046652	23.579464	23.81102	25.820787	31.142344	26.053324	32.900131	29.209192	28.346912	28.370628	21.524149	32.638462	28.278004
649	10.63451	7.971645	10.102597	9.000549	10.833448	9.803403	14.694411	11.96445	11.886502	6.230799	9.551538	14.086311	9.061384	11.356656	13.296977	9.901181
650	0.290424	0.384213	0.853141	0.605593	0.743616	0.414398	0.626064	0.833341	1.18598	0.774824	0.592982	0.585453	0.809895	0.729258	0.877926	0.58268
651	1.455598	2.344688	2.089883	2.710129	1.743945	2.295454	2.982146	0.605616	2.629195	0.946514	1.706803	0.897375	1.662382	0.086341	0.477712	2.590115
652	28.802933	28.189236	29.128361	18.204805	25.620592	30.644411	25.388956	33.587257	28.732389	27.832201	29.355669	29.926241	29.689808	17.568285	32.829178	20.566404
653	1.818485	1.785018	2.482034	2.59515	2.041184	2.670953	1.785119	1.73442	1.398379	2.399941	2.369331	3.136829	2.772428	1.4884	3.39526	1.867438
654	2.242028	1.193278	1.972811	2.257074	2.191162	2.405079	1.994381	2.279094	2.38581	2.005074	2.333865	1.98231	1.272799	2.442138	1.808852	2.000834
655	6.833404	3.267625	3.932724	5.10132	5.319701	7.579652	4.373757	5.645144	4.550658	5.43645	3.494994	5.636317	1.981686	5.082072	2.253769	4.319483
656	1.626209	2.130737	2.454232	2.126765	1.603608	2.203402	1.696533	1.979549	1.165586	1.797916	2.113543	2.527316	1.988256	1.925533	1.722626	3.037024
657	1.145914	4.828233	4.610711	7.974329	1.909907	8.031739	4.218364	4.929481	6.567562	3.590013	7.717437	2.01773	7.74652	3.107622	1.802112	5.808181
658	19.248564	15.756668	18.50296	16.953047	19.224157	17.894081	18.129023	16.518242	14.042672	17.491467	17.739494	17.774815	13.381443	18.663729	16.15518	18.648201
659	0.559796	0.702142	0.423499	0.343306	0.514676	0.537879	0.363141	0.647751	0.401374	0.232877	0.55247	0.316913	0.315022	0.709885	0.688705	0.739612
660	7.160768	7.193259	7.151093	7.167372	7.202754	7.218278	7.154622	7.178892	7.213056	7.152165	7.151479	7.200819	7.205665	7.14145	7.215616	7.189058
661	6.841087	15.296902	8.892074	10.66742	6.537695	13.369636	14.20763	9.741071	4.013732	10.233098	13.834332	12.481445	5.25835	9.488555	4.569624	4.618615
662	16.109936	19.665661	20.432251	13.254824	18.69257	12.259892	18.66523	16.199669	25.654869	15.306667	22.29718	19.063396	28.955004	19.133476	18.677971	19.682537
663	6.640351	5.761127	6.089651	6.804177	4.73542	5.934366	5.937565	5.513153	6.995587	6.057319	7.326086	6.714228	6.936016	6.004705	5.768386	5.049844
664	16.073318	19.654118	23.737461	26.71393	19.124638	20.273207	22.468985	22.625189	18.993488	18.041483	19.385004	18.389288	25.492811	18.409138	23.506453	18.470579
665	6.904898	6.233921	6.27153	6.982085	7.065664	6.137053	4.302268	4.39963	5.765914	6.137997	4.584702	6.968367	6.854275	5.745731	6.539837	2.784064
666	0.188183	0.189716	0.198051	0.210875	0.214174	0.237124	0.192732	0.22673	0.214571	0.215823	0.212347	0.219086	0.202232	0.215998	0.231119	0.203575
667	30.278637	32.475975	30.675398	29.357639	24.195314	30.160391	34.061104	32.523869	24.326342	28.222454	36.20425	31.77622	28.615374	28.743336	23.123327	24.451385
668	22.30611	22.495365	28.158491	22.555349	28.911415	22.911684	16.192379	13.962743	22.408228	21.973591	23.246363	15.326704	27.361954	20.807268	25.847591	27.130039
669	10.020482	11.462952	12.427518	8.437037	13.098565	10.726173	5.932033	11.639211	11.529168	7.928237	9.146246	9.832576	13.084694	12.007323	8.742503	11.070867
670	18.55596	19.175449	18.741587	19.077106	17.817495	19.270638	19.229214	19.140514	18.197725	19.04035	18.30398	18.541515	18.821144	18.858681	17.537367	18.650131
671	16.869261	9.848514	3.534158	13.873867	4.87402	3.560179	3.407145	12.221224	5.989258	7.528505	3.368698	6.534965	6.432134	15.446119	5.095975	7.81297
672	5.426968	15.286291	9.359476	14.396794	10.452795	17.047903	11.578647	12.171458	12.783092	9.10226	8.805145	16.40976	9.796223	16.765196	11.386264	14.582438
673	4.987927	5.282165	4.704861	5.175869	4.693693	4.598898	4.369524	4.460814	5.081227	4.950842	4.671881	4.68669	5.022224	4.867512	4.546779	4.929542
674	20.410702	33.281639	29.962147	34.788391	30.911747	10.69498	44.863312	19.411596	43.108795	44.725513	39.736523	31.542646	32.810028	40.994656	32.283703	10.126857
675	3.295763	5.32768	6.665157	7.575364	6.0879	4.119303	7.068547	4.471985	6.943148	5.611897	7.395312	4.110646	7.850518	3.118891	2.598705	3.888467
676	1.853023	1.433945	1.894644	1.545545	1.635498	1.435269	1.70683	2.174601	2.105907	1.952116	1.786167	1.679837	1.954324	2.071546	1.780701	1.889768
677	1.260061	5.521755	4.574545	4.985415	4.5467	5.24865	4.126172	4.224315	3.254161	5.634878	3.139648	3.439894	4.082352	3.642648	2.145619	5.661402
678	2.045728	2.221097	1.84205	1.874269	2.189343	2.375919	2.038052	2.38825	2.036959	2.124582	2.007189	2.048508	2.247286	2.307539	2.23468	2.200637
