#		simf_A001	simf_A002	simf_A003	simf_A004	simf_A005	simf_A006	simf_A007	simf_A008	simf_A009	simf_A010	simf_A011	simf_A012	simf_A013	simf_A014	simf_A015	simf_A016	simf_A017	simf_A018	simf_A019	simf_A020	simf_A021	simf_A022	simf_A023	simf_A024	simf_A025	simf_A026	simf_A027	simf_A028	simf_A029	simf_A030	simf_B001	simf_B002	simf_B003	simf_B004	simf_B005	simf_B006	simf_B007	simf_B008	simf_B009	simf_B010	simf_B011	simf_B012	simf_B013	simf_B014	simf_B015	simf_B016	simf_B017	simf_B018	simf_B019	simf_B020	simf_B021	simf_B022	simf_B023	simf_B024	simf_B025	simf_B026	simf_B027	simf_B028	simf_B029	simf_B030
id	c0r1	c0r2	c0r3	c0r4	c0r5	c0r6	c0r7	c0r8	c0r9	c0r10	c0r11	c0r12	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	c1r1	c1r2	c1r3	c1r4	c1r5	c1r6	c1r7	c1r8	c1r9	c1r10	c1r11	c1r12	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i
3838	8.553503	6.081668	8.185250	6.881978	9.332142	6.125944	5.717212	5.022175	7.691482	10.710109	6.071280	9.584963	5.335533	10.890746	9.204677	10.168382	9.085095	7.497523	11.377168	8.180519	6.272186	10.910494	8.995023	11.575766	8.490488	5.725269	5.179153	10.577168	9.623717	10.875044	6.287467	8.260713	7.931891	8.940962	8.175822	11.107313	9.710066	7.388567	7.720599	9.319765	10.569463	10.530424	11.638714	10.076596	6.194124	7.881164	9.939153	10.462185	8.939631	9.354234	4.949467	7.742819	8.980206	9.213958	11.734116	9.490948	7.060441	8.668964	6.957280	7.840968
3839	12.774930	12.634497	6.428426	7.749575	13.741095	8.091853	10.852570	13.396988	9.475868	8.595772	8.012170	14.008608	11.039692	13.573815	11.449976	9.313304	11.804219	7.132090	9.584083	10.049851	13.674631	7.009664	6.450671	7.692365	10.765067	12.503959	12.781364	9.544624	11.705689	8.538916	10.554821	11.641322	11.915956	10.437159	11.463007	12.244770	10.238159	8.609838	10.511391	9.509617	10.656942	10.359557	8.352857	7.899089	12.986521	10.798353	14.057366	12.015849	14.615312	10.520017	9.633867	9.931983	7.071917	7.780142	8.974123	6.598933	14.753833	8.698750	11.151882	9.703864
3840	8.355066	8.482139	10.010090	9.384873	10.933583	9.801220	10.644606	9.427292	7.897601	9.148321	8.944649	8.656505	8.691377	7.411747	7.981304	11.457116	8.773201	7.106120	8.505460	7.750381	10.174370	11.571693	10.597961	9.024849	10.836376	9.852098	9.757868	10.289476	8.187797	9.166814	10.088824	8.135173	10.995919	7.796154	11.516162	9.845251	9.670323	7.961357	7.891965	8.235942	8.984230	7.570916	10.421019	8.976229	9.947302	8.682445	8.169188	9.341459	11.449960	7.240815	9.251248	7.936717	7.721524	10.366285	10.187837	10.393329	8.977038	9.811573	7.813581	8.761250
3841	64.245041	60.885597	59.296814	61.235306	49.931934	59.878128	67.666054	59.997204	64.282257	59.377491	66.841728	48.924423	59.863590	69.099396	71.027298	56.460987	71.904816	59.350849	44.276524	68.895561	67.315903	71.006973	58.957920	52.015491	47.488064	50.675179	43.436462	45.852936	56.557919	46.662273	48.050594	71.370262	70.575432	54.274597	60.990734	60.244202	61.169041	70.028130	45.850334	68.209831	71.234100	59.611008	50.076820	70.479668	60.345249	67.862793	67.854652	66.893784	71.627869	65.730919	68.841599	64.817749	68.925056	71.734627	66.731277	65.029541	70.516487	71.755554	52.095890	54.541828
3842	8.248663	8.185899	9.056781	7.627388	9.123711	7.778580	8.270661	8.636204	7.703568	9.319625	8.538650	8.968607	8.229995	8.457185	7.691775	8.767301	8.948252	8.329242	9.232150	8.203692	7.376990	8.253006	9.037924	8.280475	7.884359	9.081155	7.294644	9.139462	7.885990	8.541140	8.331090	8.821056	8.350564	8.379141	7.914131	9.205013	7.913138	8.501694	8.031592	8.053515	8.276278	8.214142	7.312720	9.102336	7.935649	7.919382	7.430610	8.161888	7.930285	8.369593	8.348877	7.928154	7.703394	8.201093	9.242036	7.766608	7.911871	8.089517	9.013096	7.995595
3843	75.326378	78.396484	76.300705	71.666794	80.531570	80.067902	75.463333	76.911522	76.130585	75.583641	76.006149	71.139229	78.546677	79.901054	77.017899	73.993271	75.596603	75.781075	75.540504	77.316574	74.918686	78.266998	72.473480	75.122803	82.104034	73.725121	79.958267	79.731918	79.693733	75.078636	70.818947	75.401886	73.286255	68.245476	74.744110	70.548111	75.528473	72.858322	70.980736	82.643753	74.392525	79.349754	76.346550	77.450798	75.521790	79.640907	83.291161	71.719131	79.439293	71.389580	76.074326	75.851471	72.136993	74.282143	75.692017	83.694061	68.282852	70.251221	73.797729	80.485138
3844	12.785467	19.302752	7.697809	16.989014	24.109081	18.536707	22.407850	13.975893	13.611227	15.463308	6.501493	4.429055	14.548853	22.821802	6.506459	6.446816	7.818220	15.611511	7.087448	20.942545	28.131960	4.725862	18.641348	16.333393	18.980433	16.642170	10.523974	9.904447	16.257391	10.506810	9.505914	17.945278	20.736626	18.273420	8.167292	15.354795	16.825930	15.611973	15.164961	10.473769	6.123915	26.797831	23.103912	20.084669	10.594633	13.852170	6.118591	16.266567	12.794628	18.954046	8.319036	17.663534	12.520882	17.509069	11.699037	22.160954	9.233440	17.777273	15.276698	21.167610
3845	3.046502	2.884285	6.835698	2.819680	5.356925	3.898172	6.092336	4.347508	3.266012	4.109070	3.289318	4.432394	4.718394	3.071349	2.743544	3.002876	3.854974	4.515329	5.388204	6.539261	3.238963	3.007549	5.070242	5.717359	4.598929	2.514768	3.458008	5.018394	4.656984	5.422458	4.015218	4.722774	3.891618	6.355414	3.458749	4.017477	5.623938	3.863020	5.396461	4.361503	3.534571	5.135020	3.227020	3.293445	5.980655	5.308879	4.511203	3.976079	3.834246	5.202878	4.341395	4.499475	4.901743	5.048304	4.367287	3.812768	4.867693	6.666401	3.856879	5.955774
3846	24.923803	24.756958	24.905226	24.963552	24.913347	24.839914	24.898226	25.100721	24.803747	24.816826	24.761246	25.075369	24.955858	25.059837	24.967848	24.949478	24.838343	24.976353	24.984047	24.936884	24.945822	24.816456	25.085072	24.971155	24.955902	24.960846	25.041452	24.930223	25.037779	24.946402	24.916431	24.888180	25.060598	25.062750	25.073595	24.920177	24.912104	25.051386	24.827784	24.987696	25.088142	24.939827	24.865889	24.896067	24.803976	24.911108	25.025295	24.800283	25.035547	24.918413	24.905067	24.988541	24.989107	24.812881	24.754253	25.072716	24.851835	24.985519	24.996561	24.750647
3847	24.052361	60.274410	43.412655	48.822685	40.010967	36.993786	24.596045	52.286419	44.956387	49.229500	28.793400	48.725426	34.507015	31.986601	37.068085	68.152451	48.391563	42.845039	52.185284	63.053963	39.165146	16.523525	58.283043	39.783066	39.581459	54.622356	42.088654	43.509712	56.723488	33.064182	56.511497	51.888897	26.907366	63.977303	29.477518	37.307693	47.219490	27.933943	25.047850	56.223377	68.566399	48.625484	54.038822	60.520790	32.918499	43.878529	33.497330	41.088829	71.772293	44.689011	50.116562	36.562290	46.271217	62.937466	64.557823	58.481953	55.024555	51.052048	34.667900	75.624855
3848	11.225535	11.990856	11.970045	13.114775	11.865089	12.607090	12.734409	13.207067	13.382496	10.936320	12.108780	11.195553	12.885233	11.895228	11.081400	11.814837	10.766644	11.509555	12.379623	11.421251	11.765378	12.813411	12.795107	13.039657	12.511720	11.821813	12.736549	11.933343	12.263759	11.516024	11.132225	12.490987	12.227752	11.770753	10.724456	12.817009	13.197053	11.767422	11.627096	12.890312	12.054631	11.921247	12.894319	11.876030	10.471905	11.475763	13.067333	12.475812	11.858178	10.334361	12.409627	12.174678	11.509483	11.767504	11.956820	10.746333	11.755125	11.669595	11.911510	10.436955
3849	43.211155	54.803024	51.802483	55.348110	30.430788	18.880207	31.799944	55.047245	39.756161	37.960026	10.106887	35.875668	27.814024	40.645592	56.908119	52.895954	40.189621	48.583702	31.396156	38.695538	47.882565	24.128540	32.628574	23.619059	51.744755	34.824436	47.376186	27.635857	34.570808	38.879673	23.055670	55.682907	50.756458	58.686714	19.566999	42.572968	29.135729	42.723251	36.350864	18.024269	40.816902	46.276546	31.601130	30.912046	29.972115	42.929306	36.435143	25.164650	44.624836	46.399017	37.002968	40.884167	30.292469	26.426533	53.995117	43.881508	31.198309	58.130184	49.389942	40.718307
3850	1.441515	0.672762	1.512743	0.979231	1.427457	1.384199	1.465425	1.133345	1.043483	1.282927	0.828797	1.001104	1.015126	0.861217	0.817482	0.586834	1.582364	0.915191	1.127724	0.608528	0.845485	1.429838	0.763850	1.164633	1.757597	0.820586	0.622635	1.350620	1.027705	0.626461	1.160441	0.949686	1.514355	1.060685	1.290235	1.453756	1.567598	0.973744	0.768616	1.272282	1.448523	1.765344	0.970157	1.379831	1.190129	1.522414	1.078990	0.909563	1.296299	0.595845	1.181096	1.233695	0.932965	1.312147	1.542164	1.555488	0.666293	0.895049	0.644581	0.911987
3851	5.355680	4.073672	5.902820	5.451840	4.609545	5.002728	4.255822	4.824290	5.647252	4.556500	5.905512	4.458783	5.220903	5.313714	5.105415	5.336739	5.390961	5.301294	5.609314	4.771485	5.027618	5.357065	4.485158	4.877526	5.439152	5.509059	4.946210	4.265604	4.184079	4.464906	4.995111	4.139991	5.004301	5.536117	4.802604	4.923135	5.177282	4.420027	4.960164	5.252648	4.947716	4.424479	4.910067	5.818504	4.933754	5.034175	4.705364	5.637723	4.804826	4.809617	4.725027	5.716890	5.159702	4.377973	4.305150	4.654638	4.976076	4.170873	4.925927	4.939848
3852	4.952028	5.103657	5.877532	6.009205	4.760333	4.915895	4.732819	5.304102	4.667775	4.457540	5.650050	5.503809	5.118854	4.874595	4.508662	5.282303	4.886024	5.709427	4.271592	6.256963	5.905637	5.015882	5.231392	4.397898	5.471322	4.364661	5.230999	4.859948	4.711753	6.375881	5.636321	5.219995	5.306666	4.340758	4.836459	4.864429	5.776769	4.342041	5.666141	5.162000	5.604422	5.198191	4.701503	4.928620	5.315980	6.091369	5.037369	4.794279	4.870423	4.576409	4.577914	4.833006	4.671072	5.830939	4.767205	4.755635	6.147785	4.830675	6.143421	4.638048
3853	8.860171	8.298326	8.849924	8.935450	8.975600	8.716184	8.370656	7.901193	8.383721	8.627018	8.591709	8.746896	8.975205	8.941833	7.960052	7.971165	8.747248	7.988270	8.327299	7.936580	7.336567	7.872317	7.638146	8.911137	8.131851	9.044505	8.380913	7.811080	8.879258	8.745855	5.782427	7.217273	8.810048	8.777566	8.148789	8.872293	8.940018	8.250253	8.437140	8.820931	7.053618	8.962770	8.730237	8.827250	8.968852	9.040647	8.542460	8.816544	8.671675	7.737327	8.008075	8.661333	7.953603	8.627926	7.386944	9.076539	7.830208	8.812334	8.541649	7.490502
3854	43.128864	48.392323	46.551598	47.078396	53.154865	61.208790	50.272476	54.512226	51.471848	48.514030	47.606647	49.542099	48.554409	57.709282	55.941307	40.988014	62.329437	61.320362	69.187576	59.673943	43.568821	59.359394	40.848309	54.663937	40.111298	49.651337	53.187973	55.064476	50.270844	40.760643	57.850155	42.746082	43.620949	51.645683	54.916248	62.033585	53.824341	45.580326	44.014282	48.378201	67.692650	41.736618	68.321419	51.966583	39.488682	45.228371	63.716667	54.887981	58.615730	55.371708	45.348217	58.972279	44.066441	52.739704	43.777744	49.562557	65.300194	50.735256	70.112648	46.886860
3855	25.961094	20.523695	19.132168	22.126970	21.834291	25.465746	8.769132	22.176811	22.007391	26.803743	11.451382	17.588053	6.947523	23.654406	16.134926	22.777071	11.237230	6.181734	9.640863	27.855478	27.758905	15.285028	19.270363	20.641268	7.904563	6.613612	12.894946	18.526400	15.920774	29.061815	20.315826	24.796532	11.305788	9.371813	22.599403	7.398528	10.101141	26.580244	22.684702	26.037783	28.189665	22.078043	18.611195	6.344564	5.342397	28.070330	25.969549	21.714911	21.102873	20.846006	7.742219	5.525509	12.030769	29.577118	28.709135	10.216391	8.570377	23.656170	10.883951	18.277756
3856	9.132688	8.283820	10.005825	9.417962	11.546909	9.352624	10.794249	8.874257	9.816557	9.947064	10.511003	10.926688	8.618727	11.750710	11.611033	11.560128	11.005734	8.073936	9.668649	8.015018	11.038320	9.838537	11.094053	11.461289	10.122843	11.722617	10.392270	10.764629	12.027089	11.616301	9.403022	11.208671	8.368702	10.094427	11.244403	11.014909	11.369133	11.764230	9.265234	9.318808	12.074260	10.297597	11.784714	10.950063	10.977921	12.065875	9.965762	12.055486	10.525534	11.921586	6.830709	11.588065	11.438299	10.682012	9.611990	10.883616	10.738965	11.801759	10.301612	10.128297
3857	12.241433	7.955582	11.979951	11.508363	9.607378	9.776743	8.818749	9.497657	8.750574	7.024463	6.621576	11.885916	9.572909	10.321036	10.779754	12.380189	6.337023	10.698971	7.287107	11.881422	11.699022	9.068150	10.683792	12.416399	7.877479	10.083593	8.125165	11.663349	13.083658	9.058209	8.075788	10.249741	10.499109	9.743506	11.742322	6.128942	9.425138	10.397285	10.449264	11.961572	11.638269	9.439810	9.786154	11.031089	12.488296	11.990371	9.579975	11.690413	9.032524	10.574327	10.488843	9.137464	9.765224	9.343783	9.574975	10.109416	8.101562	14.049044	9.310046	12.918882
3858	1.560807	12.534073	19.106737	6.755367	15.676507	5.167428	7.509423	14.352781	3.503067	3.591370	15.377746	6.509316	3.081860	19.069616	2.025323	16.608772	2.004147	2.214789	2.877285	8.183043	13.305760	15.595503	12.603250	1.193145	9.532195	11.838144	12.020778	13.994107	12.855659	6.454444	7.707926	10.682594	4.486787	1.791798	4.875463	16.878607	1.773801	17.803490	9.581686	16.937344	7.950531	8.670840	21.386259	16.915689	20.558823	17.436007	13.296569	6.609537	9.364798	2.005724	2.560615	10.242170	11.542432	3.776898	11.549990	13.962624	15.378674	6.396222	3.766229	9.505576
3859	3.305367	6.171414	4.709067	7.095381	3.219042	4.860389	4.622161	2.909778	3.258786	5.658664	5.105982	4.168542	4.353786	6.760307	5.871943	5.091270	5.915743	3.463356	4.496161	4.059530	4.472782	4.146849	2.363985	5.004092	4.635006	5.246501	6.052260	4.341318	4.707205	2.562873	4.289230	3.985807	7.889493	2.992440	3.981809	5.702065	3.437182	4.314405	5.148382	4.237246	3.689067	6.170563	3.111188	4.555645	6.265482	5.702000	3.724341	5.435425	4.773524	3.584302	6.288909	3.131406	4.050479	4.018527	4.511706	3.319695	4.153201	6.093754	4.271749	4.287397
3860	2.515653	3.420908	1.756167	3.204624	3.813320	3.367990	3.589794	3.148622	2.534158	1.951718	3.487659	1.828781	4.157752	1.967177	2.885187	2.351770	3.061050	3.053624	2.282009	3.644202	2.135147	2.912466	2.415296	3.071400	2.592305	2.796765	3.096107	2.583692	3.727907	2.526367	2.414937	2.764764	1.671464	2.745119	3.232750	2.715266	2.737097	3.096305	3.080839	3.037899	2.501102	3.157218	2.504028	3.074546	3.461480	3.882021	3.217123	3.616812	3.478717	2.970033	3.723795	3.953888	2.355435	3.032165	3.240087	2.042886	2.579631	4.242201	2.321847	1.683729
3861	11.679950	15.983081	15.144285	9.721951	12.008222	23.463295	24.164049	9.572742	18.861073	1.683396	19.038786	14.262773	14.294788	19.115435	15.564972	11.535124	19.816338	9.881560	11.644472	19.857651	13.110504	16.636675	24.928698	11.993419	12.338784	23.896124	14.601036	2.476954	22.131674	13.954078	10.929847	10.390182	14.778263	14.944437	15.989889	21.822466	4.009554	21.925909	20.832314	15.397611	9.316066	20.861406	17.096283	27.703587	12.949800	23.714706	22.236975	19.210684	13.917392	15.030952	9.313115	12.264854	16.826653	16.063520	17.752270	15.690698	14.047773	16.753601	13.042941	18.276485
3862	51.172722	66.874146	52.171867	61.799561	65.466423	66.056786	69.262192	63.483761	76.828476	66.013046	62.567314	60.383480	67.982552	80.791496	69.750847	55.416325	64.898888	69.772522	69.388237	60.216076	63.036480	59.287678	73.848198	53.902462	58.554722	74.692207	51.669949	61.789997	67.254120	52.960621	50.446564	78.075935	57.529781	73.879135	54.552673	49.625252	61.917599	74.103119	49.232197	63.065334	66.455246	72.676682	68.856003	64.397552	53.071991	48.556438	67.253807	59.690990	60.922516	59.286953	55.537067	67.455009	70.906418	70.714478	66.305916	77.733345	60.407764	60.768692	65.027428	59.606846
3863	57.500641	88.076324	37.985558	52.982628	25.010696	41.540813	70.556046	22.640978	63.492802	80.483955	46.828110	64.378181	46.979145	87.297897	25.308193	48.691898	22.301746	86.217178	51.676670	36.576317	70.366554	74.401962	57.596550	79.938492	42.359421	60.334290	64.794083	20.503632	64.480835	26.731886	13.660334	83.536072	42.678856	65.869041	87.187279	46.244804	79.075752	76.971306	52.423851	46.827240	57.511055	29.919754	65.327515	16.879925	51.710045	71.712158	53.130436	56.494347	66.817528	56.879681	78.033066	72.591797	53.448257	51.090900	33.729515	72.224792	52.816551	46.621990	81.040451	74.116745
3864	52.279839	37.038914	52.139740	63.124741	35.949680	60.840130	44.098019	79.448547	58.745029	52.948723	44.067554	53.565300	60.514278	27.983696	50.436172	27.693481	64.321800	42.184368	70.494072	35.907623	49.776070	51.553577	48.051369	53.182056	56.687546	60.334614	63.078403	37.100109	47.020012	60.291473	50.507004	38.471992	32.963436	61.658031	38.234074	47.264359	30.704901	48.467510	48.880428	41.877495	55.714020	43.784866	45.129448	61.346893	77.951378	30.713257	61.281754	41.482944	63.540634	52.881218	41.477448	58.237125	69.519058	27.455097	76.900452	72.276314	59.986473	51.781395	58.907913	47.595680
3865	52.349468	39.431244	42.316452	51.231689	38.982712	43.768040	52.543613	51.775257	52.297668	19.317940	50.497345	40.251041	30.793085	51.968513	27.676464	46.724510	23.300299	50.665424	38.233952	52.529556	33.611889	29.258854	24.071339	52.343052	33.736736	52.099922	43.691463	16.339809	29.716949	20.768948	35.754280	9.781418	30.380493	17.492085	31.370548	16.971363	21.815504	18.384068	35.569870	21.397638	31.780287	51.032036	52.312027	44.527771	9.408019	9.091092	31.431614	51.012859	44.336143	47.808632	38.958672	43.400909	38.232708	48.113926	21.994406	24.854397	40.459160	14.961957	26.250656	12.327428
3866	84.921463	25.637506	68.248970	102.103897	36.491814	23.291786	103.731224	18.740181	23.536108	41.267338	36.980747	58.633213	46.426205	76.207222	36.039268	92.762978	79.568611	32.807117	55.819939	11.753565	69.634865	43.555927	14.914275	66.575363	60.711945	8.082993	53.708107	96.019157	78.058609	6.497275	62.644020	12.162947	55.597149	84.658134	92.980568	53.841335	28.486101	17.165770	65.857559	73.706131	46.100071	91.383781	31.146931	6.505397	100.087593	62.472847	82.130592	50.338173	36.430069	87.079369	26.599424	76.465523	14.804099	53.651852	33.639580	10.843894	31.934124	84.520409	67.050636	84.961700
3867	3.268437	6.983076	13.189551	9.174570	21.428446	7.686656	11.165697	15.042896	8.832549	5.568663	6.531991	7.127820	10.394397	6.564684	9.506960	12.209676	12.500562	9.812556	10.879723	13.662859	11.400983	15.736738	15.850945	9.230021	9.788162	14.492005	9.892034	10.284770	17.901501	11.690265	5.103404	15.836370	12.760094	11.132504	10.707043	14.307666	5.967657	16.805426	13.652265	24.386972	10.601225	16.946196	6.944838	7.684795	6.266666	8.220085	18.308599	11.714605	16.897558	9.795486	12.132891	13.477437	12.033755	11.486712	17.763096	12.188776	12.040924	10.004927	7.766127	8.490423
3868	4.483933	4.344851	2.276065	2.786495	2.900617	4.860276	3.355753	2.671012	3.363794	2.652382	2.681000	3.133728	2.577392	3.667538	2.893324	2.841632	5.252164	4.153127	7.178265	4.662284	3.543112	4.278350	2.566272	3.472129	3.268770	2.863951	5.034867	3.451575	3.785957	3.380933	4.158079	5.254361	2.620802	3.854662	5.643442	2.627041	2.761979	5.115053	3.737688	3.778306	3.124687	2.282519	4.818031	2.345060	3.276382	4.073375	3.288575	2.559673	3.997061	2.806123	3.094164	8.559925	3.495624	2.323317	3.954038	5.374194	6.201918	3.948400	2.765891	2.618946
3869	44.598007	39.195473	27.603357	78.033478	50.253643	60.814610	32.941727	70.313576	81.144402	24.286915	26.437819	56.738392	13.750699	58.146797	64.825226	30.858440	53.246983	52.651684	42.261341	35.065079	28.809328	57.677956	73.412773	63.276524	76.095947	46.521469	13.689549	36.924442	51.679203	34.369434	53.511810	51.435528	26.089489	56.465263	40.349247	61.218121	92.924927	46.096371	33.478470	51.500568	71.683456	53.920033	58.084461	70.712837	42.343975	49.426163	43.612267	65.434372	45.551029	64.312775	74.914680	55.629494	8.157789	47.690449	20.725628	36.513248	27.236374	65.448334	66.240677	81.441963
3870	32.248238	38.926521	50.180672	54.743904	41.940331	48.683971	45.501492	31.937561	49.777386	43.367744	43.317043	47.025436	32.106640	52.815342	40.903362	50.713436	45.311935	42.603504	52.357422	30.337549	34.976574	17.486391	47.348240	48.151810	51.166256	31.281036	50.938065	30.808874	51.842079	35.433556	13.884312	20.141556	27.385195	47.007221	53.954666	18.187019	45.452610	54.947697	53.227005	46.855343	48.061451	43.724228	40.147289	37.263882	51.752464	29.832951	48.466270	51.528996	46.853043	54.315838	50.062099	49.711021	40.445160	48.063774	54.258095	33.816166	53.117146	47.922401	33.398170	51.515209
3871	1.838494	2.524490	2.057231	3.203706	3.377096	2.885982	2.657874	0.943100	2.701254	1.244063	2.389724	2.578940	3.427953	2.214918	1.760683	3.322478	3.466119	0.825451	2.436679	1.829637	1.607751	1.958423	2.292531	3.456866	2.095520	2.514998	2.562131	1.849779	1.984702	1.345268	2.977225	2.557078	3.116276	0.876167	2.013798	0.779567	1.730503	1.901849	2.120008	2.703108	1.805379	2.475031	3.392308	2.047279	2.830033	2.279808	0.957727	2.190097	3.008475	2.665330	3.216767	1.261427	3.295303	1.742231	1.145752	0.794876	1.830636	2.743841	2.050973	2.467670
3872	4.585581	5.786283	4.746128	3.879217	5.452340	4.966422	3.816097	4.777678	3.866882	4.548522	3.790211	3.599503	4.584057	4.359957	5.726863	5.623160	3.937866	4.799455	3.620342	4.054956	4.346630	4.634224	5.436236	5.540503	4.751110	3.430445	3.414367	3.405273	5.294554	3.972623	5.568486	4.511253	4.463826	5.457769	5.292058	4.667597	3.670934	4.574807	3.327996	5.171610	5.234833	4.402674	5.361601	4.688103	4.400716	3.533163	3.639036	4.828881	3.868735	5.233199	5.417752	3.330595	5.530385	3.970900	3.579732	3.584210	4.636514	3.726077	3.856677	3.749206
3873	25.094341	11.244877	15.539280	10.260382	19.105133	9.716206	8.357425	7.202696	4.075318	7.131288	12.199085	12.458263	14.225328	16.580624	7.197660	11.389193	12.079356	14.562088	10.667380	13.320333	6.389218	7.162437	7.585739	9.672370	26.167892	15.833488	11.271257	8.837753	6.660281	8.829112	13.249255	12.093478	5.760489	6.206756	7.551356	15.364200	17.009340	12.854750	5.858293	12.051120	14.050550	11.162796	15.831798	15.820216	10.508471	10.368188	6.204419	9.562607	15.977942	10.545839	4.007246	18.202366	6.704868	16.200142	8.618799	4.171564	11.828774	13.092730	14.914382	10.542846
3874	7.130846	7.666648	8.213857	6.807517	7.300263	7.458761	7.805293	7.463550	7.403281	7.931123	8.608293	7.767500	6.614081	7.319127	8.006423	7.998606	7.262146	7.637747	6.729867	7.789697	7.594755	7.865334	7.379089	6.858288	6.319688	7.995480	7.768265	7.384265	6.998634	7.482763	7.742707	6.443265	7.871035	8.329772	8.380153	7.443859	7.142740	6.813219	7.100309	6.674185	8.762302	7.170284	7.593620	6.776932	6.986331	7.593798	7.120562	7.310649	7.624455	7.930239	7.474048	6.126357	8.269034	7.150052	7.217895	7.325548	7.591642	7.386578	8.001062	8.038197
3875	7.891166	11.933579	11.289654	10.089373	7.124667	6.350301	10.997076	10.792058	4.921703	9.317264	8.759398	11.232184	7.669522	10.464504	8.637961	6.410574	7.099042	10.884337	10.183340	9.903661	8.947349	10.894947	11.437786	10.689265	8.307611	8.702763	6.123758	9.510424	12.633255	8.592134	6.011642	8.109005	10.295778	11.723454	10.343235	7.423085	6.903091	7.922009	7.054186	9.634317	7.003810	10.588581	7.686458	5.902875	9.599706	6.694032	10.454858	12.190064	7.510490	6.760824	10.679189	7.556289	9.211227	11.758595	12.659739	9.891607	7.718654	11.935336	10.705370	8.637477
3876	39.860809	28.847578	38.447422	24.201744	19.313589	31.731319	29.052044	20.754784	36.949520	27.932850	40.347282	26.815023	13.085161	37.220097	13.330377	34.403118	13.802754	41.129601	36.047966	25.833397	23.858395	39.182224	29.835493	14.207605	40.234234	19.050325	13.919783	27.781176	16.668072	31.399349	17.757093	19.226583	16.563105	14.108400	23.844242	21.789818	39.655010	21.354971	13.042350	40.245785	39.668232	19.707357	35.395592	41.355686	22.779783	26.257805	16.303843	34.532246	35.638466	35.504868	40.931736	15.013669	22.059290	17.233225	24.026436	40.642437	30.441860	27.333826	36.426353	37.568371
3877	30.027023	30.263828	29.785585	29.493387	29.653799	29.705252	30.317490	30.376963	29.268513	29.632441	29.777605	29.425411	29.346943	30.792095	30.521275	30.784142	30.798004	29.677629	29.576550	29.792870	30.795776	29.385389	29.626518	30.077076	29.983925	30.632212	30.359127	29.577728	30.715225	30.745609	29.478016	29.333725	29.706968	29.542810	30.852213	30.618006	30.798145	29.817493	29.274807	29.670963	30.490631	29.767176	30.665747	29.805183	30.516115	29.334957	29.640537	30.346878	29.873989	29.338863	29.965771	30.024681	29.200104	29.373466	30.182280	29.837255	29.633297	29.324638	29.820772	30.701563
3878	11.857022	10.518407	7.638578	9.885078	11.628032	11.024622	9.334370	8.398640	7.647235	5.743603	14.314842	9.165977	9.392479	9.387098	10.442786	12.282684	8.045639	6.968374	7.616283	13.646566	10.149323	7.831004	10.657003	9.521132	9.119704	7.660017	6.941401	7.769822	7.901234	8.441789	6.907036	9.196263	7.686686	8.749171	6.390007	8.560015	8.651566	9.348148	7.285125	9.679396	7.830163	9.696002	10.899669	7.559648	10.170965	12.125312	6.200934	10.538653	12.074298	7.076016	9.368223	8.781712	11.405634	9.482862	9.371824	8.980930	10.829499	12.439751	10.096219	10.284065
3879	11.187615	31.906904	34.824757	7.529440	40.374783	49.193493	17.441883	41.787884	49.484306	28.405704	19.776403	7.900759	34.672398	35.796703	24.364397	35.408943	35.986557	37.349087	8.748497	12.348440	49.222233	17.414104	43.760864	10.699484	22.092243	38.299259	8.465317	21.770954	6.620865	27.012365	38.520329	27.688934	36.018147	19.727518	30.246927	47.100220	33.338097	32.924694	36.184357	40.623188	11.826470	43.308361	48.977512	31.472027	24.229679	36.954498	11.900755	45.445847	41.784157	12.124584	50.065304	21.843956	16.217245	46.731865	15.066085	44.737930	34.135361	4.694158	19.175276	7.143428
3880	14.238018	14.410539	14.390079	14.452587	14.390600	14.380854	14.433080	14.469051	14.326150	14.519333	14.017914	14.116260	13.676390	14.438547	14.570352	14.263531	13.848394	14.188951	14.064765	14.236355	14.540383	14.316472	14.263070	14.465311	14.252439	14.184976	13.818200	14.278685	14.489484	14.066185	13.938303	14.198795	14.461464	14.058561	14.437652	13.948970	14.408859	14.455685	13.987784	14.555689	13.957753	14.330173	14.489754	14.434338	14.445438	14.435038	14.369790	14.388468	14.383359	14.449771	14.375685	14.416392	14.245398	13.962045	14.500354	14.204101	14.469144	14.091898	14.501296	14.464743
3881	4.364502	4.430789	4.282996	4.283551	4.549034	4.533606	4.444824	4.864583	4.519483	4.739017	4.490700	4.665909	4.635143	4.315321	4.385008	4.401524	4.811960	4.773287	4.600327	4.263201	4.599924	4.598640	4.453893	4.892262	4.672832	4.496648	4.689243	4.652633	4.490975	4.873728	4.353346	4.565094	4.667493	4.581394	4.933602	4.453821	4.405332	4.790119	4.983536	4.473374	4.647154	4.502379	4.407244	4.431672	4.614602	4.458735	4.238999	4.539469	4.658276	4.711878	4.623261	4.632312	4.521120	4.468477	4.459144	4.864276	4.340850	4.805130	4.774809	4.602337
